	SM57_PROX_200MM		
13426.757813	-13.66	-76.77	0.75
13429.687500	-13.66	-77.01	0.77
13432.617188	-13.66	-77.24	0.60
13435.546875	-13.66	-77.48	0.78
13438.476563	-13.66	-77.71	0.61
13441.406250	-13.66	-77.94	0.58
13444.335938	-13.66	-78.17	0.60
13447.265625	-13.66	-78.40	0.68
13450.195313	-13.66	-78.62	0.82
13453.125000	-13.66	-78.84	0.74
13456.054688	-13.66	-79.05	0.65
13458.984375	-13.66	-79.26	0.70
13461.914063	-13.66	-79.47	0.65
13464.843750	-13.66	-79.68	0.61
13467.773438	-13.66	-79.89	0.49
13470.703125	-13.66	-80.10	0.58
13473.632813	-13.67	-80.30	0.41
13476.562500	-13.67	-80.50	0.56
13479.492188	-13.67	-80.70	0.45
13482.421875	-13.67	-80.89	0.69
13485.351563	-13.67	-81.08	0.67
13488.281250	-13.67	-81.26	0.56
13491.210938	-13.67	-81.45	0.61
13494.140625	-13.67	-81.63	0.77
13497.070313	-13.67	-81.80	0.80
13500.000000	-13.67	-81.96	0.55
13502.929688	-13.67	-82.11	0.12
13505.859375	-13.67	-82.26	0.58
13508.789063	-13.67	-82.40	0.38
13511.718750	-13.67	-82.54	0.64
13514.648438	-13.67	-82.68	0.66
13517.578125	-13.67	-82.81	0.63
13520.507813	-13.67	-82.95	0.79
13523.437500	-13.68	-83.09	0.59
13526.367188	-13.68	-83.23	0.54
13529.296875	-13.68	-83.37	0.46
13532.226563	-13.68	-83.50	0.82
13535.156250	-13.68	-83.63	0.67
13538.085938	-13.68	-83.75	0.58
13541.015625	-13.68	-83.86	0.40
13543.945313	-13.68	-83.97	0.52
13546.875000	-13.68	-84.08	0.77
13549.804688	-13.68	-84.17	0.57
13552.734375	-13.68	-84.27	0.73
13555.664063	-13.68	-84.37	0.59
13558.593750	-13.69	-84.48	0.57
13561.523438	-13.69	-84.59	0.59
13564.453125	-13.69	-84.70	0.59
13567.382813	-13.69	-84.82	0.66
13570.312500	-13.69	-84.93	0.42
13573.242188	-13.69	-85.04	0.59
13576.171875	-13.69	-85.15	0.60
13579.101563	-13.69	-85.25	0.73
13582.031250	-13.69	-85.35	0.73
13584.960938	-13.69	-85.44	0.76
13587.890625	-13.69	-85.54	0.72
13590.820313	-13.70	-85.63	0.89
13593.750000	-13.70	-85.72	0.80
13596.679688	-13.70	-85.80	0.50
13599.609375	-13.70	-85.88	0.59
13602.539063	-13.70	-85.96	0.84
13605.468750	-13.70	-86.04	0.85
13608.398438	-13.70	-86.13	0.61
13611.328125	-13.70	-86.23	0.35
13614.257813	-13.70	-86.33	0.74
13617.187500	-13.70	-86.42	0.38
13620.117188	-13.71	-86.50	0.41
13623.046875	-13.71	-86.59	0.74
13625.976563	-13.71	-86.68	0.68
13628.906250	-13.71	-86.77	0.45
13631.835938	-13.71	-86.86	0.67
13634.765625	-13.71	-86.94	0.46
13637.695313	-13.71	-87.02	0.61
13640.625000	-13.71	-87.10	0.62
13643.554688	-13.71	-87.18	0.05
13646.484375	-13.72	-87.26	0.13
13649.414063	-13.72	-87.34	0.10
13652.343750	-13.72	-87.42	0.20
13655.273438	-13.72	-87.50	0.78
13658.203125	-13.72	-87.57	0.65
13661.132813	-13.72	-87.66	0.81
13664.062500	-13.72	-87.75	0.44
13666.992188	-13.73	-87.85	0.84
13669.921875	-13.73	-87.95	0.72
13672.851563	-13.73	-88.05	0.60
13675.781250	-13.73	-88.15	0.74
13678.710938	-13.73	-88.24	0.71
13681.640625	-13.73	-88.34	0.62
13684.570313	-13.73	-88.45	0.56
13687.500000	-13.74	-88.55	0.52
13690.429688	-13.74	-88.67	0.46
13693.359375	-13.74	-88.78	0.48
13696.289063	-13.74	-88.90	0.43
13699.218750	-13.74	-89.01	0.49
13702.148438	-13.74	-89.13	0.39
13705.078125	-13.75	-89.24	0.50
13708.007813	-13.75	-89.36	0.18
13710.937500	-13.75	-89.47	0.48
13713.867188	-13.75	-89.59	0.48
13716.796875	-13.75	-89.72	0.38
13719.726563	-13.75	-89.86	0.30
13722.656250	-13.76	-90.00	0.39
13725.585938	-13.76	-90.15	0.21
13728.515625	-13.76	-90.29	0.21
13731.445313	-13.76	-90.44	0.47
13734.375000	-13.76	-90.59	0.65
13737.304688	-13.76	-90.74	0.59
13740.234375	-13.77	-90.89	0.62
13743.164063	-13.77	-91.04	0.24
13746.093750	-13.77	-91.18	0.05
13749.023438	-13.77	-91.32	0.38
13751.953125	-13.77	-91.46	0.26
13754.882813	-13.78	-91.60	0.43
13757.812500	-13.78	-91.74	0.45
13760.742188	-13.78	-91.88	0.38
13763.671875	-13.78	-92.03	0.27
13766.601563	-13.78	-92.18	0.18
13769.531250	-13.79	-92.32	0.71
13772.460938	-13.79	-92.47	0.44
13775.390625	-13.79	-92.62	0.36
13778.320313	-13.79	-92.77	0.54
13781.250000	-13.79	-92.91	0.50
13784.179688	-13.79	-93.06	0.09
13787.109375	-13.80	-93.20	0.43
13790.039063	-13.80	-93.34	0.16
13792.968750	-13.80	-93.49	0.60
13795.898438	-13.80	-93.64	0.49
13798.828125	-13.80	-93.79	0.59
13801.757813	-13.81	-93.96	0.44
13804.687500	-13.81	-94.12	0.67
13807.617188	-13.81	-94.28	0.56
13810.546875	-13.81	-94.44	0.50
13813.476563	-13.81	-94.60	0.42
13816.406250	-13.81	-94.75	0.37
13819.335938	-13.81	-94.90	0.41
13822.265625	-13.82	-95.04	0.06
13825.195313	-13.82	-95.19	0.61
13828.125000	-13.82	-95.33	0.63
13831.054688	-13.82	-95.47	0.73
13833.984375	-13.82	-95.62	0.73
13836.914063	-13.82	-95.77	0.85
13839.843750	-13.82	-95.92	0.44
13842.773438	-13.83	-96.06	0.49
13845.703125	-13.83	-96.21	0.64
13848.632813	-13.83	-96.35	0.43
13851.562500	-13.83	-96.48	0.29
13854.492188	-13.83	-96.62	0.48
13857.421875	-13.83	-96.74	0.30
13860.351563	-13.83	-96.87	0.54
13863.281250	-13.83	-96.99	0.40
13866.210938	-13.84	-97.11	0.42
13869.140625	-13.84	-97.22	0.24
13872.070313	-13.84	-97.33	0.80
13875.000000	-13.84	-97.44	0.46
13877.929688	-13.84	-97.55	0.28
13880.859375	-13.84	-97.67	0.27
13883.789063	-13.84	-97.79	0.05
13886.718750	-13.84	-97.90	0.34
13889.648438	-13.85	-98.02	0.63
13892.578125	-13.85	-98.13	0.12
13895.507813	-13.85	-98.24	0.18
13898.437500	-13.85	-98.35	0.50
13901.367188	-13.85	-98.46	0.42
13904.296875	-13.85	-98.56	0.65
13907.226563	-13.85	-98.67	0.69
13910.156250	-13.85	-98.76	0.67
13913.085938	-13.85	-98.85	0.26
13916.015625	-13.86	-98.93	0.04
13918.945313	-13.86	-99.02	0.20
13921.875000	-13.86	-99.10	0.40
13924.804688	-13.86	-99.18	0.29
13927.734375	-13.86	-99.27	0.44
13930.664063	-13.86	-99.36	0.68
13933.593750	-13.86	-99.46	0.48
13936.523438	-13.86	-99.56	0.51
13939.453125	-13.87	-99.66	0.50
13942.382813	-13.87	-99.76	0.67
13945.312500	-13.87	-99.87	0.62
13948.242188	-13.87	-99.98	0.69
13951.171875	-13.87	-100.09	0.91
13954.101563	-13.87	-100.22	0.77
13957.031250	-13.87	-100.35	0.48
13959.960938	-13.87	-100.48	0.41
13962.890625	-13.88	-100.60	0.44
13965.820313	-13.88	-100.73	0.40
13968.750000	-13.88	-100.85	0.64
13971.679688	-13.88	-100.96	0.35
13974.609375	-13.88	-101.07	0.62
13977.539063	-13.88	-101.18	0.70
13980.468750	-13.88	-101.30	0.67
13983.398438	-13.89	-101.42	0.61
13986.328125	-13.89	-101.55	0.43
13989.257813	-13.89	-101.68	0.58
13992.187500	-13.89	-101.82	0.47
13995.117188	-13.89	-101.96	0.74
13998.046875	-13.89	-102.10	0.71
14000.976563	-13.89	-102.25	0.56
14003.906250	-13.90	-102.39	0.38
14006.835938	-13.90	-102.55	0.13
14009.765625	-13.90	-102.70	0.55
14012.695313	-13.90	-102.85	0.58
14015.625000	-13.90	-102.99	0.78
14018.554688	-13.90	-103.12	0.65
14021.484375	-13.91	-103.25	0.49
14024.414063	-13.91	-103.37	0.46
14027.343750	-13.91	-103.50	0.36
14030.273438	-13.91	-103.63	0.30
14033.203125	-13.91	-103.76	0.29
14036.132813	-13.92	-103.90	0.21
14039.062500	-13.92	-104.03	0.49
14041.992188	-13.92	-104.16	0.50
14044.921875	-13.92	-104.28	0.59
14047.851563	-13.92	-104.41	0.61
14050.781250	-13.93	-104.53	0.64
14053.710938	-13.93	-104.65	0.45
14056.640625	-13.93	-104.76	0.30
14059.570313	-13.93	-104.88	0.67
14062.500000	-13.94	-105.01	0.72
14065.429688	-13.94	-105.13	0.50
14068.359375	-13.94	-105.25	0.16
14071.289063	-13.94	-105.36	0.10
14074.218750	-13.94	-105.48	0.44
14077.148438	-13.95	-105.59	0.35
14080.078125	-13.95	-105.69	0.35
14083.007813	-13.95	-105.79	0.26
14085.937500	-13.95	-105.88	0.30
14088.867188	-13.96	-105.97	0.44
14091.796875	-13.96	-106.06	0.31
14094.726563	-13.96	-106.15	0.31
14097.656250	-13.97	-106.25	0.19
14100.585938	-13.97	-106.34	0.24
14103.515625	-13.97	-106.44	0.28
14106.445313	-13.97	-106.53	0.39
14109.375000	-13.98	-106.62	0.39
14112.304688	-13.98	-106.70	0.41
14115.234375	-13.98	-106.78	0.87
14118.164063	-13.98	-106.85	0.86
14121.093750	-13.99	-106.92	0.66
14124.023438	-13.99	-106.99	0.56
14126.953125	-13.99	-107.05	0.64
14129.882813	-14.00	-107.12	0.44
14132.812500	-14.00	-107.18	0.53
14135.742188	-14.00	-107.24	0.69
14138.671875	-14.00	-107.31	0.73
14141.601563	-14.01	-107.39	0.51
14144.531250	-14.01	-107.46	0.39
14147.460938	-14.01	-107.54	0.52
14150.390625	-14.02	-107.62	0.71
14153.320313	-14.02	-107.71	0.47
14156.250000	-14.02	-107.81	0.51
14159.179688	-14.02	-107.90	0.28
14162.109375	-14.03	-107.99	0.33
14165.039063	-14.03	-108.08	0.27
14167.968750	-14.03	-108.18	0.14
14170.898438	-14.04	-108.28	0.29
14173.828125	-14.04	-108.39	0.46
14176.757813	-14.04	-108.49	0.67
14179.687500	-14.05	-108.60	0.27
14182.617188	-14.05	-108.70	0.09
14185.546875	-14.05	-108.80	0.32
14188.476563	-14.06	-108.90	0.50
14191.406250	-14.06	-109.00	0.17
14194.335938	-14.06	-109.11	0.36
14197.265625	-14.06	-109.22	0.33
14200.195313	-14.07	-109.33	0.29
14203.125000	-14.07	-109.45	0.04
14206.054688	-14.07	-109.56	0.32
14208.984375	-14.08	-109.68	0.78
14211.914063	-14.08	-109.80	0.62
14214.843750	-14.08	-109.92	0.40
14217.773438	-14.09	-110.04	0.56
14220.703125	-14.09	-110.17	0.59
14223.632813	-14.09	-110.30	0.49
14226.562500	-14.10	-110.43	0.31
14229.492188	-14.10	-110.57	0.53
14232.421875	-14.10	-110.71	0.46
14235.351563	-14.11	-110.86	0.54
14238.281250	-14.11	-111.00	0.30
14241.210938	-14.11	-111.15	0.48
14244.140625	-14.12	-111.29	0.68
14247.070313	-14.12	-111.43	0.76
14250.000000	-14.12	-111.55	0.29
14252.929688	-14.13	-111.68	0.59
14255.859375	-14.13	-111.81	0.77
14258.789063	-14.13	-111.92	0.71
14261.718750	-14.14	-112.04	0.58
14264.648438	-14.14	-112.15	0.72
14267.578125	-14.14	-112.26	0.81
14270.507813	-14.15	-112.37	0.73
14273.437500	-14.15	-112.47	0.20
14276.367188	-14.16	-112.57	0.24
14279.296875	-14.16	-112.67	0.54
14282.226563	-14.16	-112.77	0.73
14285.156250	-14.17	-112.87	0.76
14288.085938	-14.17	-112.97	0.31
14291.015625	-14.17	-113.08	0.39
14293.945313	-14.18	-113.19	0.62
14296.875000	-14.18	-113.30	0.52
14299.804688	-14.19	-113.42	0.60
14302.734375	-14.19	-113.53	0.74
14305.664063	-14.19	-113.64	0.81
14308.593750	-14.20	-113.76	0.68
14311.523438	-14.20	-113.87	0.72
14314.453125	-14.20	-113.98	0.37
14317.382813	-14.21	-114.08	0.31
14320.312500	-14.21	-114.18	0.51
14323.242188	-14.22	-114.28	0.32
14326.171875	-14.22	-114.38	0.47
14329.101563	-14.22	-114.48	0.48
14332.031250	-14.23	-114.58	0.52
14334.960938	-14.23	-114.68	0.55
14337.890625	-14.24	-114.79	0.56
14340.820313	-14.24	-114.90	0.55
14343.750000	-14.25	-115.02	0.65
14346.679688	-14.25	-115.14	0.52
14349.609375	-14.25	-115.26	0.46
14352.539063	-14.26	-115.38	0.45
14355.468750	-14.26	-115.50	0.46
14358.398438	-14.27	-115.62	0.46
14361.328125	-14.27	-115.74	0.68
14364.257813	-14.28	-115.85	0.62
14367.187500	-14.28	-115.97	0.58
14370.117188	-14.29	-116.10	0.52
14373.046875	-14.29	-116.24	0.53
14375.976563	-14.30	-116.39	0.57
14378.906250	-14.30	-116.55	0.53
14381.835938	-14.30	-116.72	0.56
14384.765625	-14.31	-116.89	0.26
14387.695313	-14.31	-117.07	0.45
14390.625000	-14.32	-117.25	0.28
14393.554688	-14.32	-117.42	0.43
14396.484375	-14.33	-117.60	0.63
14399.414063	-14.33	-117.78	0.54
14402.343750	-14.34	-117.98	0.58
14405.273438	-14.34	-118.17	0.38
14408.203125	-14.35	-118.37	0.44
14411.132813	-14.35	-118.57	0.45
14414.062500	-14.36	-118.78	0.83
14416.992188	-14.36	-118.99	0.81
14419.921875	-14.37	-119.22	0.88
14422.851563	-14.37	-119.45	0.66
14425.781250	-14.38	-119.69	0.24
14428.710938	-14.38	-119.93	0.16
14431.640625	-14.39	-120.18	0.48
14434.570313	-14.39	-120.43	0.24
14437.500000	-14.40	-120.69	0.11
14440.429688	-14.40	-120.96	0.09
14443.359375	-14.41	-121.22	0.30
14446.289063	-14.41	-121.48	0.28
14449.218750	-14.42	-121.74	0.56
14452.148438	-14.42	-121.99	0.46
14455.078125	-14.43	-122.24	0.46
14458.007813	-14.44	-122.50	0.11
14460.937500	-14.44	-122.76	0.72
14463.867188	-14.45	-123.03	0.43
14466.796875	-14.45	-123.30	0.41
14469.726563	-14.46	-123.57	0.20
14472.656250	-14.46	-123.83	0.57
14475.585938	-14.47	-124.09	0.61
14478.515625	-14.47	-124.33	0.54
14481.445313	-14.48	-124.57	0.58
14484.375000	-14.49	-124.82	0.70
14487.304688	-14.49	-125.07	0.20
14490.234375	-14.50	-125.33	0.53
14493.164063	-14.50	-125.60	0.36
14496.093750	-14.51	-125.87	0.16
14499.023438	-14.51	-126.15	0.08
14501.953125	-14.52	-126.42	0.19
14504.882813	-14.53	-126.71	0.12
14507.812500	-14.53	-126.99	0.51
14510.742188	-14.54	-127.27	0.75
14513.671875	-14.54	-127.53	0.39
14516.601563	-14.55	-127.78	0.26
14519.531250	-14.56	-128.03	0.65
14522.460938	-14.56	-128.27	0.59
14525.390625	-14.57	-128.50	0.19
14528.320313	-14.58	-128.74	0.40
14531.250000	-14.58	-128.96	0.23
14534.179688	-14.59	-129.19	0.48
14537.109375	-14.59	-129.41	0.34
14540.039063	-14.60	-129.62	0.12
14542.968750	-14.61	-129.84	0.40
14545.898438	-14.61	-130.05	0.83
14548.828125	-14.62	-130.26	0.95
14551.757813	-14.63	-130.45	0.79
14554.687500	-14.63	-130.64	0.40
14557.617188	-14.64	-130.82	0.31
14560.546875	-14.65	-131.00	0.23
14563.476563	-14.65	-131.17	0.29
14566.406250	-14.66	-131.35	0.11
14569.335938	-14.67	-131.53	0.39
14572.265625	-14.67	-131.73	0.40
14575.195313	-14.68	-131.94	0.64
14578.125000	-14.69	-132.14	0.67
14581.054688	-14.69	-132.32	0.54
14583.984375	-14.70	-132.51	0.43
14586.914063	-14.70	-132.69	0.57
14589.843750	-14.71	-132.86	0.54
14592.773438	-14.72	-133.03	0.61
14595.703125	-14.72	-133.20	0.61
14598.632813	-14.73	-133.35	0.64
14601.562500	-14.74	-133.50	0.77
14604.492188	-14.74	-133.64	0.50
14607.421875	-14.75	-133.78	0.62
14610.351563	-14.76	-133.93	0.50
14613.281250	-14.76	-134.09	0.70
14616.210938	-14.77	-134.24	0.39
14619.140625	-14.78	-134.39	0.35
14622.070313	-14.78	-134.54	0.26
14625.000000	-14.79	-134.69	0.10
14627.929688	-14.80	-134.84	0.10
14630.859375	-14.80	-134.98	0.36
14633.789063	-14.81	-135.13	0.34
14636.718750	-14.82	-135.29	0.50
14639.648438	-14.83	-135.44	0.21
14642.578125	-14.83	-135.59	0.22
14645.507813	-14.84	-135.74	0.50
14648.437500	-14.85	-135.88	0.45
14651.367188	-14.85	-136.02	0.47
14654.296875	-14.86	-136.17	0.54
14657.226563	-14.87	-136.31	0.16
14660.156250	-14.87	-136.46	0.39
14663.085938	-14.88	-136.60	0.26
14666.015625	-14.89	-136.75	0.38
14668.945313	-14.90	-136.90	0.30
14671.875000	-14.90	-137.06	0.46
14674.804688	-14.91	-137.21	0.66
14677.734375	-14.92	-137.36	0.46
14680.664063	-14.92	-137.50	0.76
14683.593750	-14.93	-137.66	0.36
14686.523438	-14.94	-137.83	0.29
14689.453125	-14.95	-138.00	0.35
14692.382813	-14.95	-138.17	0.73
14695.312500	-14.96	-138.34	0.39
14698.242188	-14.97	-138.50	0.21
14701.171875	-14.98	-138.67	0.17
14704.101563	-14.98	-138.84	0.25
14707.031250	-14.99	-139.01	0.43
14709.960938	-15.00	-139.20	0.66
14712.890625	-15.01	-139.40	0.46
14715.820313	-15.01	-139.61	0.32
14718.750000	-15.02	-139.82	0.33
14721.679688	-15.03	-140.03	0.28
14724.609375	-15.04	-140.24	0.57
14727.539063	-15.04	-140.45	0.35
14730.468750	-15.05	-140.67	0.46
14733.398438	-15.06	-140.91	0.40
14736.328125	-15.07	-141.15	0.57
14739.257813	-15.08	-141.40	0.58
14742.187500	-15.08	-141.66	0.61
14745.117188	-15.09	-141.92	0.48
14748.046875	-15.10	-142.20	0.34
14750.976563	-15.11	-142.47	0.11
14753.906250	-15.12	-142.74	0.63
14756.835938	-15.12	-143.01	0.49
14759.765625	-15.13	-143.28	0.08
14762.695313	-15.14	-143.55	0.42
14765.625000	-15.15	-143.82	0.30
14768.554688	-15.16	-144.09	0.42
14771.484375	-15.16	-144.37	0.57
14774.414063	-15.17	-144.65	0.57
14777.343750	-15.18	-144.93	0.74
14780.273438	-15.19	-145.22	0.76
14783.203125	-15.20	-145.51	0.12
14786.132813	-15.20	-145.80	0.64
14789.062500	-15.21	-146.10	0.25
14791.992188	-15.22	-146.39	0.33
14794.921875	-15.23	-146.68	0.26
14797.851563	-15.23	-146.98	0.45
14800.781250	-15.24	-147.28	0.41
14803.710938	-15.25	-147.57	0.07
14806.640625	-15.26	-147.87	0.60
14809.570313	-15.27	-148.17	0.11
14812.500000	-15.27	-148.46	0.17
14815.429688	-15.28	-148.76	0.43
14818.359375	-15.29	-149.05	0.61
14821.289063	-15.30	-149.35	0.52
14824.218750	-15.30	-149.64	0.20
14827.148438	-15.31	-149.93	0.21
14830.078125	-15.32	-150.22	0.34
14833.007813	-15.33	-150.51	0.18
14835.937500	-15.33	-150.79	0.91
14838.867188	-15.34	-151.07	0.46
14841.796875	-15.35	-151.35	0.26
14844.726563	-15.36	-151.63	0.40
14847.656250	-15.36	-151.91	0.38
14850.585938	-15.37	-152.17	0.21
14853.515625	-15.38	-152.43	0.73
14856.445313	-15.39	-152.70	0.80
14859.375000	-15.39	-152.96	0.50
14862.304688	-15.40	-153.24	0.36
14865.234375	-15.41	-153.51	0.35
14868.164063	-15.42	-153.79	0.55
14871.093750	-15.42	-154.06	0.29
14874.023438	-15.43	-154.34	0.60
14876.953125	-15.44	-154.63	0.39
14879.882813	-15.45	-154.92	0.22
14882.812500	-15.45	-155.19	0.34
14885.742188	-15.46	-155.46	0.15
14888.671875	-15.47	-155.73	0.29
14891.601563	-15.48	-155.99	0.39
14894.531250	-15.49	-156.25	0.22
14897.460938	-15.49	-156.51	0.48
14900.390625	-15.50	-156.77	0.44
14903.320313	-15.51	-157.04	0.37
14906.250000	-15.52	-157.30	0.25
14909.179688	-15.52	-157.57	0.53
14912.109375	-15.53	-157.82	0.17
14915.039063	-15.54	-158.07	0.48
14917.968750	-15.55	-158.31	0.69
14920.898438	-15.55	-158.54	0.61
14923.828125	-15.56	-158.78	0.39
14926.757813	-15.57	-159.01	0.31
14929.687500	-15.58	-159.24	0.28
14932.617188	-15.59	-159.46	0.58
14935.546875	-15.59	-159.67	0.57
14938.476563	-15.60	-159.88	0.38
14941.406250	-15.61	-160.08	0.17
14944.335938	-15.62	-160.28	0.54
14947.265625	-15.62	-160.46	0.39
14950.195313	-15.63	-160.64	0.83
14953.125000	-15.64	-160.79	0.78
14956.054688	-15.65	-160.93	0.68
14958.984375	-15.66	-161.04	0.65
14961.914063	-15.66	-161.15	0.59
14964.843750	-15.67	-161.24	0.55
14967.773438	-15.68	-161.34	0.18
14970.703125	-15.69	-161.43	0.28
14973.632813	-15.70	-161.51	0.04
14976.562500	-15.71	-161.59	0.39
14979.492188	-15.71	-161.67	0.56
14982.421875	-15.72	-161.75	0.60
14985.351563	-15.73	-161.82	0.42
14988.281250	-15.74	-161.89	0.26
14991.210938	-15.75	-161.95	0.39
14994.140625	-15.76	-162.02	0.43
14997.070313	-15.76	-162.09	0.41
15000.000000	-15.77	-162.16	0.31
15002.929688	-15.78	-162.22	0.37
15005.859375	-15.79	-162.29	0.59
15008.789063	-15.80	-162.35	0.51
15011.718750	-15.81	-162.42	0.57
15014.648438	-15.81	-162.49	0.49
15017.578125	-15.82	-162.56	0.71
15020.507813	-15.83	-162.64	0.87
15023.437500	-15.84	-162.72	0.79
15026.367188	-15.85	-162.81	0.75
15029.296875	-15.86	-162.91	0.67
15032.226563	-15.87	-163.00	0.47
15035.156250	-15.87	-163.10	0.60
15038.085938	-15.88	-163.21	0.56
15041.015625	-15.89	-163.30	0.59
15043.945313	-15.90	-163.39	0.44
15046.875000	-15.91	-163.48	0.21
15049.804688	-15.92	-163.58	0.21
15052.734375	-15.93	-163.68	0.15
15055.664063	-15.93	-163.78	0.26
15058.593750	-15.94	-163.88	0.37
15061.523438	-15.95	-163.99	0.18
15064.453125	-15.96	-164.09	0.48
15067.382813	-15.97	-164.20	0.32
15070.312500	-15.98	-164.31	0.43
15073.242188	-15.99	-164.42	0.24
15076.171875	-16.00	-164.54	0.32
15079.101563	-16.00	-164.67	0.38
15082.031250	-16.01	-164.79	0.15
15084.960938	-16.02	-164.91	0.23
15087.890625	-16.03	-165.04	0.31
15090.820313	-16.04	-165.16	0.60
15093.750000	-16.05	-165.30	0.27
15096.679688	-16.06	-165.44	0.21
15099.609375	-16.07	-165.59	0.30
15102.539063	-16.07	-165.74	0.38
15105.468750	-16.08	-165.90	0.69
15108.398438	-16.09	-166.08	0.49
15111.328125	-16.10	-166.26	0.23
15114.257813	-16.11	-166.44	0.19
15117.187500	-16.12	-166.63	0.41
15120.117188	-16.13	-166.81	0.15
15123.046875	-16.13	-167.00	0.47
15125.976563	-16.14	-167.18	0.25
15128.906250	-16.15	-167.37	0.40
15131.835938	-16.16	-167.56	0.62
15134.765625	-16.17	-167.73	0.63
15137.695313	-16.18	-167.91	0.58
15140.625000	-16.18	-168.06	0.53
15143.554688	-16.19	-168.22	0.35
15146.484375	-16.20	-168.37	0.33
15149.414063	-16.21	-168.51	0.64
15152.343750	-16.22	-168.65	0.57
15155.273438	-16.23	-168.79	0.66
15158.203125	-16.24	-168.93	0.60
15161.132813	-16.24	-169.07	0.66
15164.062500	-16.25	-169.20	0.71
15166.992188	-16.26	-169.33	0.06
15169.921875	-16.27	-169.45	0.75
15172.851563	1234.57	45.00	1.00
15175.781250	-16.29	-169.72	0.08
15178.710938	-16.30	-169.86	0.47
15181.640625	-16.30	-170.00	0.45
15184.570313	-16.31	-170.13	0.07
15187.500000	-16.32	-170.26	0.17
15190.429688	-16.33	-170.39	0.41
15193.359375	-16.34	-170.52	0.42
15196.289063	-16.35	-170.65	0.45
15199.218750	-16.35	-170.77	0.63
15202.148438	-16.36	-170.87	0.72
15205.078125	-16.37	-170.97	0.39
15208.007813	-16.38	-171.07	0.48
15210.937500	-16.39	-171.17	0.30
15213.867188	-16.40	-171.29	0.58
15216.796875	-16.41	-171.39	0.39
15219.726563	-16.41	-171.50	0.43
15222.656250	-16.42	-171.61	0.13
15225.585938	-16.43	-171.72	0.06
15228.515625	-16.44	-171.82	0.61
15231.445313	-16.45	-171.93	0.63
15234.375000	-16.46	-172.03	0.58
15237.304688	-16.46	-172.12	0.25
15240.234375	-16.47	-172.20	0.35
15243.164063	-16.48	-172.28	0.51
15246.093750	-16.49	-172.36	0.65
15249.023438	-16.50	-172.42	0.51
15251.953125	-16.51	-172.49	0.21
15254.882813	-16.52	-172.56	0.11
15257.812500	-16.52	-172.62	0.40
15260.742188	-16.53	-172.70	0.42
15263.671875	-16.54	-172.78	0.37
15266.601563	-16.55	-172.86	0.36
15269.531250	-16.56	-172.95	0.29
15272.460938	-16.57	-173.04	0.36
15275.390625	-16.58	-173.14	0.33
15278.320313	-16.58	-173.23	0.29
15281.250000	-16.59	-173.31	0.45
15284.179688	-16.60	-173.40	0.27
15287.109375	-16.61	-173.48	0.51
15290.039063	-16.62	-173.57	0.55
15292.968750	-16.63	-173.66	0.36
15295.898438	-16.64	-173.75	0.59
15298.828125	-16.65	-173.84	0.46
15301.757813	-16.65	-173.93	0.33
15304.687500	-16.66	-174.02	0.68
15307.617188	-16.67	-174.12	0.47
15310.546875	-16.68	-174.23	0.58
15313.476563	-16.69	-174.36	0.46
15316.406250	-16.70	-174.48	0.51
15319.335938	-16.71	-174.61	0.69
15322.265625	-16.72	-174.73	0.29
15325.195313	-16.72	-174.87	0.43
15328.125000	-16.73	-175.01	0.16
15331.054688	-16.74	-175.15	0.47
15333.984375	-16.75	-175.29	0.59
15336.914063	-16.76	-175.45	0.75
15339.843750	-16.77	-175.60	0.69
15342.773438	-16.78	-175.75	0.55
15345.703125	-16.79	-175.90	0.13
15348.632813	-16.80	-176.05	0.52
15351.562500	-16.81	-176.20	0.47
15354.492188	-16.81	-176.35	0.72
15357.421875	-16.82	-176.49	0.66
15360.351563	-16.83	-176.64	0.56
15363.281250	-16.84	-176.80	0.48
15366.210938	-16.85	-176.98	0.51
15369.140625	-16.86	-177.17	0.11
15372.070313	-16.87	-177.37	0.17
15375.000000	-16.88	-177.57	0.37
15377.929688	-16.89	-177.79	0.46
15380.859375	-16.90	-178.01	0.42
15383.789063	-16.90	-178.22	0.18
15386.718750	-16.91	-178.44	0.31
15389.648438	-16.92	-178.67	0.54
15392.578125	-16.93	-178.92	0.71
15395.507813	-16.94	-179.18	0.30
15398.437500	-16.95	-179.45	0.44
15401.367188	-16.96	-179.72	0.25
15404.296875	-16.97	-179.99	0.20
15407.226563	-16.98	179.72	0.62
15410.156250	-16.99	179.42	0.93
15413.085938	-17.00	179.09	0.83
15416.015625	-17.00	178.75	0.27
15418.945313	-17.01	178.39	0.10
15421.875000	-17.02	178.02	0.26
15424.804688	-17.03	177.65	0.05
15427.734375	-17.04	177.28	0.40
15430.664063	-17.05	176.90	0.21
15433.593750	-17.06	176.50	0.10
15436.523438	-17.07	176.09	0.54
15439.453125	-17.08	175.67	0.48
15442.382813	-17.09	175.23	0.77
15445.312500	-17.10	174.77	0.86
15448.242188	-17.10	174.31	0.82
15451.171875	-17.11	173.82	0.68
15454.101563	-17.12	173.34	0.57
15457.031250	-17.13	172.85	0.27
15459.960938	-17.14	172.36	0.41
15462.890625	-17.15	171.86	0.40
